Date,Open,High,Low,Close,Volume,Market_Cap
May 09  2019,0.063664,0.070052,0.052473,0.069905,407,3 718 534
May 08  2019,0.052661,0.064702,0.049941,0.063664,881,3 386 534
May 07  2019,0.060103,0.062454,0.052694,0.052731,554,2 804 979
May 06  2019,0.072172,0.072288,0.059508,0.060096,678,3 196 720
May 05  2019,0.064039,0.077671,0.062560,0.072209,605,3 841 094
May 04  2019,0.069253,0.070778,0.054590,0.064050,546,3 407 047
May 03  2019,0.080917,0.082678,0.044125,0.069253,9 417,3 683 809
May 02  2019,0.064816,0.081206,0.054376,0.080917,15 366,4 304 260
May 01  2019,0.083692,0.083692,0.064302,0.064796,1 764,3 446 725
Apr 30  2019,0.083692,0.083692,0.083692,0.083692,-,4 451 924
Apr 29  2019,0.084324,0.084737,0.083146,0.083692,-,4 451 924
Apr 28  2019,0.081565,0.084339,0.068454,0.084278,64,4 483 077
Apr 27  2019,0.078887,0.082242,0.078375,0.081550,49,4 337 967
Apr 26  2019,0.078026,0.080645,0.077128,0.078887,163,4 196 315
Apr 25  2019,0.106394,0.106886,0.076591,0.077767,207,4 136 699
Apr 24  2019,0.063230,0.106820,0.062750,0.106383,3 404,5 658 944
Apr 23  2019,0.061619,0.063946,0.061292,0.063241,13,3 364 015
Apr 22  2019,0.089934,0.090455,0.060636,0.061619,399,3 277 760
Apr 21  2019,0.084424,0.090056,0.084376,0.089979,63,4 786 339
Apr 20  2019,0.084581,0.085594,0.084341,0.084424,-,4 490 833
Apr 19  2019,0.057168,0.103037,0.056386,0.084553,2 380,4 497 699
Apr 18  2019,0.061977,0.062738,0.056656,0.057171,6,3 041 121
Apr 17  2019,0.056338,0.062223,0.056096,0.061977,217,3 296 819
Apr 16  2019,0.054390,0.056363,0.054390,0.056363,192,2 998 183
Apr 15  2019,0.054390,0.054390,0.054390,0.054390,-,2 893 216
Apr 14  2019,0.054390,0.054390,0.054390,0.054390,-,2 893 216
Apr 13  2019,0.054390,0.054390,0.054390,0.054390,-,2 893 216
Apr 12  2019,0.054586,0.054586,0.053378,0.054390,-,2 893 216
Apr 11  2019,0.057573,0.057843,0.053990,0.054586,820,2 903 614
Apr 10  2019,0.062099,0.062099,0.056880,0.057545,963,3 061 056
Apr 09  2019,0.062099,0.062099,0.062099,0.062099,-,3 303 289
Apr 08  2019,0.061394,0.062812,0.060644,0.062099,-,3 303 289
Apr 07  2019,0.053367,0.061775,0.053324,0.061382,17,3 265 163
Apr 06  2019,0.067401,0.067401,0.052785,0.053421,213,2 841 657
Apr 05  2019,0.051587,0.067531,0.050155,0.067384,2,3 584 410
Apr 04  2019,0.052370,0.068212,0.050686,0.051587,365,2 744 094
Apr 03  2019,0.066209,0.068759,0.051491,0.052343,674,2 784 314
Apr 02  2019,0.050332,0.067129,0.050305,0.066173,146,3 520 017
Apr 01  2019,0.040976,0.050419,0.040797,0.050332,116,2 677 360
Mar 31  2019,0.047582,0.049710,0.031252,0.040980,2 693,2 179 889
Mar 30  2019,0.061542,0.064448,0.047455,0.047582,1 692,2 531 083
Mar 29  2019,0.060948,0.061671,0.060392,0.061542,-,3 273 645
Mar 28  2019,0.053285,0.071268,0.052880,0.060949,4,3 242 094
Mar 27  2019,0.059664,0.061163,0.052969,0.053285,622,2 834 460
Mar 26  2019,0.059445,0.074757,0.059035,0.059631,207,3 172 027
Mar 25  2019,0.064182,0.075652,0.058846,0.059445,44,3 162 098
Mar 24  2019,0.064477,0.064559,0.064045,0.064182,-,3 414 096
Mar 23  2019,0.055426,0.064605,0.053318,0.064506,113,3 431 326
Mar 22  2019,0.083855,0.084817,0.055396,0.055462,1 377,2 950 227
Mar 21  2019,0.083855,0.083855,0.083855,0.083855,-,4 460 565
Mar 20  2019,0.085318,0.085553,0.083765,0.083855,-,4 460 565
Mar 19  2019,0.090562,0.091812,0.084778,0.085262,274,4 535 403
Mar 18  2019,0.088940,0.096730,0.088243,0.090502,781,4 814 168
Mar 17  2019,0.093050,0.093228,0.088793,0.088864,1 613,4 726 990
Mar 16  2019,0.093078,0.095821,0.092601,0.093080,473,4 951 281
Mar 15  2019,0.090769,0.095124,0.090716,0.093118,801,4 953 295
Mar 14  2019,0.113056,0.116812,0.090555,0.090836,262,4 831 931
Mar 13  2019,0.114218,0.114517,0.089669,0.113064,67,6 014 315
Mar 12  2019,0.082358,0.114384,0.081401,0.113987,1 445,6 063 396
Mar 11  2019,0.081379,0.108899,0.081379,0.082265,2 071,4 375 999
Mar 10  2019,0.082126,0.082126,0.081204,0.081379,-,4 328 858
Mar 09  2019,0.080641,0.082506,0.080570,0.082018,354,4 362 869
Mar 08  2019,0.109928,0.110950,0.080102,0.080697,3 302,4 292 596
Mar 07  2019,0.060975,0.110661,0.060768,0.109803,555,5 840 829
Mar 06  2019,0.058540,0.076958,0.058138,0.060900,166,3 239 513
Mar 05  2019,0.086506,0.097173,0.044652,0.058630,1 184,3 118 728
Mar 04  2019,0.120852,0.121850,0.086039,0.086466,4 786,4 599 455
Mar 03  2019,0.091245,0.121865,0.088552,0.121057,4 173,6 439 475
Mar 02  2019,0.093437,0.093915,0.090538,0.091308,3,4 856 999
Mar 01  2019,0.096252,0.096405,0.093486,0.093617,341,4 979 838
Feb 28  2019,0.100031,0.100922,0.095991,0.096270,182,5 120 973
Feb 27  2019,0.101138,0.112905,0.090154,0.099911,230,5 314 637
Feb 26  2019,0.100249,0.112207,0.084626,0.101047,2 516,5 375 099
Feb 25  2019,0.087432,0.100719,0.085050,0.100551,1 630,5 348 696
Feb 24  2019,0.111630,0.113513,0.087409,0.087409,150,4 649 639
Feb 23  2019,0.092110,0.112191,0.091233,0.111534,517,5 932 934
Feb 22  2019,0.114480,0.116203,0.091595,0.092273,185,4 908 339
Feb 21  2019,0.123071,0.123071,0.099674,0.114681,3 860,6 100 312
Feb 20  2019,0.131653,0.133577,0.118928,0.123117,1 734,6 549 053
Feb 19  2019,0.130639,0.132922,0.117808,0.131765,1 193,7 009 070
Feb 18  2019,0.110078,0.131334,0.108466,0.130494,4 026,6 941 486
Feb 17  2019,0.121113,0.121657,0.105119,0.109941,883,5 848 173
Feb 16  2019,0.120660,0.121720,0.109465,0.121066,1 066,6 439 978
Feb 15  2019,0.121084,0.122257,0.109001,0.120833,957,6 427 552
Feb 14  2019,0.109407,0.121933,0.109407,0.120950,897,6 433 804
Feb 13  2019,0.116659,0.121757,0.109131,0.109574,2 489,5 828 656
Feb 12  2019,0.117119,0.122294,0.108927,0.116655,1 065,6 205 309
Feb 11  2019,0.118376,0.118376,0.116547,0.117119,-,6 230 001
Feb 10  2019,0.122674,0.123134,0.116907,0.118375,18,6 296 811
Feb 09  2019,0.117762,0.126917,0.111103,0.122550,2 398,6 518 879
Feb 08  2019,0.117476,0.128712,0.110391,0.117758,6 598,6 263 998
Feb 07  2019,0.109062,0.118387,0.108883,0.117448,146,6 247 492
Feb 06  2019,0.121200,0.121200,0.109005,0.109055,507,5 801 059
Feb 05  2019,0.113908,0.120798,0.110433,0.120772,3 048,6 424 349
Feb 04  2019,0.114462,0.115056,0.108854,0.114280,417,6 078 985
Feb 03  2019,0.106130,0.117293,0.105859,0.114147,1 649,6 071 902
Feb 02  2019,0.110283,0.117553,0.100435,0.115947,19 242,6 167 668
Feb 01  2019,0.110663,0.111029,0.109574,0.110283,-,5 866 379
Jan 31  2019,0.117551,0.117551,0.110170,0.110519,106,5 878 903
Jan 30  2019,0.116263,0.118196,0.115691,0.117551,-,6 252 996
Jan 29  2019,0.109367,0.117294,0.107130,0.116169,936,6 179 460
Jan 28  2019,0.112808,0.112935,0.108246,0.109346,324,5 816 549
Jan 27  2019,0.122995,0.122995,0.112660,0.112660,1 251,5 992 837
Jan 26  2019,0.122019,0.123874,0.121736,0.122995,-,6 542 601
Jan 25  2019,0.120238,0.122125,0.118955,0.122028,146,6 491 121
Jan 24  2019,0.116372,0.120425,0.110703,0.119872,3 231,6 376 455
Jan 23  2019,0.117078,0.117756,0.115642,0.116372,-,6 190 252
Jan 22  2019,0.115298,0.117311,0.113509,0.117060,85,6 226 879
Jan 21  2019,0.115833,0.116178,0.114341,0.115233,287,6 129 695
Jan 20  2019,0.118518,0.121368,0.110916,0.115785,912,6 159 031
Jan 19  2019,0.118518,0.118518,0.118518,0.118518,-,6 304 402
Jan 18  2019,0.119083,0.119263,0.117893,0.118518,-,6 304 402
Jan 17  2019,0.111352,0.119345,0.108510,0.119122,1 199,6 336 561
Jan 16  2019,0.115387,0.115823,0.110686,0.111346,76,5 922 943
Jan 15  2019,0.110905,0.117794,0.110051,0.115593,73,6 148 837
Jan 14  2019,0.108227,0.117915,0.105348,0.110984,477,5 903 643
Jan 13  2019,0.106226,0.115637,0.105798,0.108057,322,5 747 968
Jan 12  2019,0.112126,0.118603,0.105594,0.106324,1 551,5 655 766
Jan 11  2019,0.118763,0.119777,0.111108,0.112234,571,5 970 183
Jan 10  2019,0.123762,0.131832,0.111384,0.118788,1 711,6 318 771
Jan 09  2019,0.127643,0.129606,0.121877,0.123630,1 085,6 576 331
Jan 08  2019,0.128479,0.129891,0.118622,0.127412,653,6 777 533
Jan 07  2019,0.118285,0.129211,0.116666,0.128286,734,6 823 998
Jan 06  2019,0.111236,0.129065,0.110841,0.118257,498,6 290 523
Jan 05  2019,0.111684,0.117141,0.111067,0.111237,1 249,5 917 142
Jan 04  2019,0.111391,0.118637,0.109665,0.111979,1 764,5 956 572
Jan 03  2019,0.121622,0.124542,0.110889,0.111300,1 824,5 920 452
Jan 02  2019,0.109061,0.122136,0.107429,0.121520,197,6 464 097
Jan 01  2019,0.115948,0.117126,0.106142,0.108786,328,5 786 765
Dec 31  2018,0.109261,0.118311,0.106983,0.115715,2 367,6 155 328
Dec 30  2018,0.115955,0.118449,0.108348,0.109128,64,5 804 946
Dec 29  2018,0.118092,0.120350,0.113415,0.115838,227,6 161 841
Dec 28  2018,0.109374,0.118824,0.109204,0.117907,39,6 271 951
Dec 27  2018,0.115550,0.116181,0.109013,0.109323,382,5 815 314
Dec 26  2018,0.111018,0.116152,0.106348,0.115629,93,6 150 748
Dec 25  2018,0.117751,0.117751,0.109096,0.111027,180,5 905 939
Dec 24  2018,0.108196,0.122901,0.108196,0.117504,220,6 250 464
Dec 23  2018,0.112682,0.114472,0.107400,0.108151,1 584,5 752 966
Dec 22  2018,0.109053,0.118941,0.107864,0.112443,1 283,5 981 279
Dec 21  2018,0.110305,0.112739,0.106313,0.108925,371,5 794 159
Dec 20  2018,0.096094,0.117336,0.095842,0.110643,403,5 885 500
Dec 19  2018,0.096965,0.101767,0.095631,0.096333,549,5 124 325
Dec 18  2018,0.100762,0.103576,0.090498,0.096669,3 950,5 142 190
Dec 17  2018,0.091081,0.100871,0.088644,0.100746,838,5 359 056
Dec 16  2018,0.090570,0.092460,0.090497,0.090959,64,4 838 479
Dec 15  2018,0.087501,0.091068,0.086142,0.090584,209,4 818 525
Dec 14  2018,0.085283,0.088484,0.083994,0.087435,731,4 650 984
Dec 13  2018,0.089182,0.096727,0.085211,0.085336,2 181,4 539 367
Dec 12  2018,0.099182,0.102768,0.088695,0.089137,2 301,4 741 527
Dec 11  2018,0.090423,0.102882,0.085995,0.099313,3 345,5 282 846
Dec 10  2018,0.093915,0.094920,0.087604,0.090521,963,4 815 155
Dec 09  2018,0.091406,0.095927,0.091405,0.094038,1 798,5 002 245
Dec 08  2018,0.088861,0.097750,0.088175,0.091671,21,4 876 331
Dec 07  2018,0.102510,0.102510,0.084722,0.088916,4 570,4 729 809
Dec 06  2018,0.111085,0.115887,0.091339,0.102731,561,5 464 671
Dec 05  2018,0.106862,0.113621,0.094579,0.111131,3 595,5 911 498
Dec 04  2018,0.106190,0.119447,0.104913,0.106747,1 506,5 678 300
Dec 03  2018,0.114497,0.136126,0.104397,0.106269,3 948,5 652 863
Dec 02  2018,0.125735,0.138181,0.113495,0.113849,844,6 056 046
Dec 01  2018,0.128798,0.140906,0.114287,0.125836,1 421,6 693 722
Nov 30  2018,0.120072,0.137662,0.114105,0.128433,896,6 831 844
Nov 29  2018,0.123785,0.132149,0.116758,0.119791,438,6 372 154
Nov 28  2018,0.109570,0.139295,0.109570,0.123276,96,6 557 523
Nov 27  2018,0.108118,0.126052,0.107027,0.109466,292,5 822 916
Nov 26  2018,0.120132,0.131719,0.104335,0.108185,446,5 754 775
Nov 25  2018,0.127046,0.145838,0.107200,0.120164,3 454,6 391 984
Nov 24  2018,0.144189,0.146923,0.112138,0.126994,164,6 755 297
Nov 23  2018,0.166980,0.168722,0.127037,0.144293,1 613,7 675 498
Nov 22  2018,0.140786,0.173726,0.135054,0.167830,80,8 927 521
Nov 21  2018,0.177734,0.182580,0.127194,0.141300,336,7 516 288
Nov 20  2018,0.120386,0.231253,0.104019,0.177605,28 328,9 447 490
Nov 19  2018,0.141427,0.156052,0.119819,0.121089,4 121,6 441 188
Nov 18  2018,0.151604,0.152542,0.140874,0.141370,1 123,7 520 012
Nov 17  2018,0.152118,0.152118,0.150087,0.151116,176,8 038 439
Nov 16  2018,0.168929,0.169162,0.149784,0.151804,88,8 075 036
Nov 15  2018,0.174455,0.175171,0.157496,0.168979,167,8 988 640
Nov 14  2018,0.196195,0.196928,0.148544,0.173567,2 306,9 232 694
Nov 13  2018,0.192471,0.197444,0.177529,0.196776,873,10 467 269
Nov 12  2018,0.195192,0.195690,0.191948,0.192464,125,10 237 898
Nov 11  2018,0.195272,0.195757,0.177503,0.193997,327,10 319 444
Nov 10  2018,0.178832,0.196132,0.178641,0.195421,53,10 395 192
