Date,Open,High,Low,Close,Volume,Market_Cap
Nov 30  2018,0.023000,0.023000,0.019655,0.020639,20 458,893 706
Nov 29  2018,0.023168,0.024113,0.022355,0.022950,9 946,993 785
Nov 28  2018,0.019808,0.026024,0.019808,0.023074,28 723,999 130
Nov 27  2018,0.020905,0.021605,0.018908,0.019198,7 088,831 300
Nov 26  2018,0.023928,0.024542,0.019720,0.020918,8 243,905 801
Nov 25  2018,0.022835,0.023986,0.018646,0.023938,19 067,1 036 552
Nov 24  2018,0.026005,0.026263,0.022825,0.022827,6 593,988 469
Nov 23  2018,0.025846,0.026731,0.024673,0.026020,3 234,1 126 715
Nov 22  2018,0.028627,0.029991,0.025399,0.025979,12 581,1 124 944
Nov 21  2018,0.026864,0.029040,0.023819,0.028727,13 808,1 243 925
Nov 20  2018,0.034084,0.034645,0.023901,0.026841,37 856,1 162 258
Nov 19  2018,0.039659,0.040888,0.033819,0.034257,19 973,1 483 407
Nov 18  2018,0.044456,0.045622,0.039352,0.039645,5 568,1 714 732
Nov 17  2018,0.045910,0.046614,0.041720,0.044319,3 840,1 916 879
Nov 16  2018,0.045466,0.046614,0.045193,0.045822,4 794,1 981 891
Nov 15  2018,0.047894,0.047986,0.041721,0.045485,10 580,1 967 341
Nov 14  2018,0.058285,0.058285,0.045581,0.047655,26 964,2 061 177
Nov 13  2018,0.055843,0.058205,0.051059,0.058205,73 122,2 517 490
Nov 12  2018,0.058008,0.058266,0.052805,0.056083,44 622,2 425 705
Nov 11  2018,0.057629,0.058739,0.056351,0.057659,21 104,2 493 849
Nov 10  2018,0.058197,0.059466,0.057183,0.057672,16 014,2 494 437
Nov 09  2018,0.060095,0.062948,0.057001,0.058205,48 621,2 517 469
Nov 08  2018,0.059352,0.061456,0.057886,0.060082,110 344,2 598 670
Nov 07  2018,0.060810,0.061113,0.057416,0.059392,71 830,2 568 843
Nov 06  2018,0.057724,0.060812,0.056622,0.060812,55 853,2 605 554
Nov 05  2018,0.060358,0.060411,0.056362,0.057508,35 626,2 476 648
Nov 04  2018,0.060319,0.061479,0.058963,0.060909,37 819,2 623 117
Nov 03  2018,0.062603,0.064368,0.059876,0.061642,20 139,2 654 689
Nov 02  2018,0.059590,0.064810,0.057164,0.062603,66 248,2 696 067
Nov 01  2018,0.059734,0.062747,0.057667,0.059590,47 150,2 566 321
Oct 31  2018,0.062056,0.062068,0.057127,0.059734,24 278,2 572 518
Oct 30  2018,0.060445,0.062786,0.056049,0.061868,54 506,2 664 448
Oct 29  2018,0.066665,0.066885,0.059672,0.060436,120 846,2 602 777
Oct 28  2018,0.072443,0.072982,0.064294,0.066936,257 790,2 882 678
Oct 27  2018,0.062518,0.091787,0.062518,0.072764,1 777 150,3 133 664
Oct 26  2018,0.059005,0.079531,0.056305,0.062756,791 056,2 702 669
Oct 25  2018,0.056168,0.063044,0.053297,0.059100,140 400,2 545 240
Oct 24  2018,0.051567,0.059300,0.051013,0.055307,169 161,2 381 855
Oct 23  2018,0.049593,0.051792,0.047815,0.051767,25 781,2 229 421
Oct 22  2018,0.050480,0.053471,0.048627,0.049595,21 448,2 135 864
Oct 21  2018,0.049393,0.051286,0.048874,0.050506,25 969,2 175 102
Oct 20  2018,0.049936,0.050924,0.049061,0.049382,9 410,2 126 699
Oct 19  2018,0.050511,0.055630,0.049299,0.049932,55 583,2 150 386
Oct 18  2018,0.050746,0.051013,0.049405,0.050518,8 514,2 175 618
Oct 17  2018,0.050442,0.052094,0.048785,0.050560,34 134,2 177 444
Oct 16  2018,0.051310,0.052605,0.050071,0.050283,14 091,2 164 236
Oct 15  2018,0.049252,0.054165,0.048311,0.051356,34 249,2 154 432
Oct 14  2018,0.051733,0.055326,0.048840,0.051019,43 955,2 140 290
Oct 13  2018,0.048636,0.054630,0.048051,0.051597,18 222,2 164 550
Oct 12  2018,0.049987,0.050877,0.048609,0.048635,10 951,2 040 299
Oct 11  2018,0.054863,0.055456,0.049305,0.050050,39 007,2 099 664
Oct 10  2018,0.056798,0.056829,0.054675,0.055045,46 481,2 309 185
Oct 09  2018,0.058428,0.061131,0.056048,0.057018,79 169,2 391 980
Oct 08  2018,0.055397,0.067725,0.054758,0.058782,460 805,2 465 948
Oct 07  2018,0.055521,0.055806,0.054201,0.055460,4 415,2 326 620
Oct 06  2018,0.055435,0.057230,0.054165,0.055330,28 290,2 321 166
Oct 05  2018,0.055340,0.058597,0.054003,0.055622,12 806,2 333 407
Oct 04  2018,0.054803,0.056855,0.053641,0.055201,4 322,2 315 759
Oct 03  2018,0.057728,0.057997,0.054012,0.054744,30 436,2 296 570
